1.107	1.163
1.106	1.215
1.105	1.15
1.105	1.161
1.103	1.14
1.1	1.153
1.098	1.147
1.095	1.14
1.095	1.142
1.092	1.127
1.088	1.133
1.089	1.137
1.086	1.14
1.086	1.152
1.081	1.127
1.082	1.136
1.083	1.143
1.078	1.124
1.078	1.142
1.077	1.135
1.074	1.119
1.072	1.129
1.073	1.124
1.071	1.118
1.064	1.115
1.066	1.118
1.064	1.112
1.063	1.119
1.061	1.107
1.06	1.098
1.056	1.121
1.056	1.129
1.052	1.118
1.052	1.1
1.05	1.092
1.05	1.085
1.046	1.111
1.048	1.104
1.044	1.097
1.045	1.095
1.042	1.1
1.043	1.089
1.04	1.092
1.036	1.086
1.034	1.088
1.034	1.075
1.031	1.069
1.03	1.085
1.029	1.086
1.027	1.085
1.024	1.088
1.025	1.091
1.019	1.082
1.019	1.056
1.018	1.065
1.018	1.091
1.014	1.055
1.017	1.082
1.012	1.073
1.01	1.061
1.008	1.054
1.01	1.053
1.006	1.051
1.006	1.048
1.003	1.037
1.001	1.062
1.001	1.069
0.996	1.046
0.997	1.06
0.994	1.058
0.994	1.042
0.993	1.04
0.988	1.049
0.989	1.058
0.986	1.042
0.984	1.033
0.985	1.031
0.982	1.03
0.979	1.033
0.98	1.024
0.979	1.022
0.977	1.034
0.977	1.025
0.973	1.027
0.972	1.019
0.971	1.018
0.966	1.017
0.967	1.007
0.967	1.011
0.966	1.017
0.961	1.02
0.962	1.005
0.961	1.006
0.958	0.997
0.955	0.992
0.954	1.007
0.955	1.001
0.953	1.01
0.953	1.019
0.951	0.998
0.947	0.997
0.948	0.993
0.944	0.999
0.944	1.005
0.942	0.99
0.942	0.972
0.94	0.983
0.939	0.975
0.937	1.004
0.932	0.975
0.932	0.983
0.931	0.977
0.929	0.972
0.928	0.987
0.927	0.977
0.927	0.968
0.924	0.961
0.924	0.981
0.922	0.981
0.921	0.966
0.918	0.965
0.917	0.953
0.913	0.952
0.915	0.96
0.912	0.972
0.909	0.967
0.911	0.96
0.909	0.944
0.906	0.945
0.908	0.976
0.903	0.957
0.905	0.967
0.903	0.939
0.9	0.941
0.898	0.948
0.898	0.937
0.897	0.968
0.895	0.938
0.891	0.941
0.892	0.934
0.891	0.941
0.891	0.929
0.887	0.942
0.889	0.927
0.882	0.933
0.885	0.962
0.884	0.919
0.88	0.957
0.878	0.934
0.879	0.919
0.878	0.911
0.877	0.933
0.875	0.927
0.874	0.923
0.873	0.929
0.871	0.928
0.869	0.917
0.867	0.924
0.864	0.916
0.867	0.919
0.862	0.915
0.862	0.916
0.864	0.933
0.861	0.906
0.855	0.904
0.855	0.905
0.854	0.9
0.851	0.888
0.853	0.922
0.852	0.889
0.849	0.893
0.851	0.885
0.848	0.895
0.847	0.908
0.843	0.884
0.841	0.89
0.843	0.887
0.841	0.877
0.839	0.909
0.838	0.872
0.837	0.88
0.833	0.876
0.831	0.895
0.833	0.875
0.832	0.878
0.829	0.865
0.828	0.874
0.827	0.875
0.823	0.874
0.827	0.864
0.822	0.887
0.823	0.873
0.819	0.865
0.817	0.871
0.82	0.877
0.814	0.868
0.815	0.857
0.814	0.856
0.815	0.843
0.811	0.869
0.809	0.864
0.807	0.841
0.808	0.863
0.808	0.872
0.806	0.854
0.804	0.854
0.805	0.843
0.799	0.841
0.8	0.838
0.798	0.839
0.796	0.844
0.797	0.84
0.796	0.861
0.794	0.838
0.795	0.842
0.793	0.844
0.789	0.833
0.789	0.83
0.786	0.822
0.787	0.824
0.784	0.825
0.786	0.834
0.783	0.819
0.785	0.826
0.78	0.818
0.779	0.857
0.779	0.822
0.777	0.815
0.776	0.837
0.775	0.811
0.775	0.831
0.77	0.823
0.774	0.821
0.772	0.82
0.769	0.812
0.768	0.807
0.767	0.811
0.764	0.81
0.764	0.826
0.762	0.8
0.761	0.804
0.758	0.795
0.758	0.807
0.758	0.806
0.757	0.811
0.757	0.801
0.756	0.8
0.753	0.806
0.752	0.785
0.75	0.803
0.749	0.796
0.75	0.795
0.748	0.789
0.744	0.788
0.746	0.79
0.744	0.79
0.741	0.777
0.742	0.796
0.739	0.774
0.739	0.776
0.737	0.786
0.735	0.769
0.735	0.772
0.736	0.782
0.732	0.772
0.732	0.777
0.732	0.793
0.73	0.788
0.73	0.767
0.727	0.772
0.725	0.778
0.725	0.787
0.726	0.784
0.723	0.756
0.723	0.766
0.723	0.759
0.719	0.763
0.718	0.767
0.719	0.756
0.715	0.747
0.716	0.759
0.712	0.761
0.711	0.759
0.712	0.758
0.709	0.757
0.708	0.75
0.71	0.747
0.707	0.77
0.708	0.753
0.704	0.739
0.704	0.752
0.702	0.744
0.7	0.744
0.701	0.744
0.7	0.74
0.699	0.742
0.699	0.753
0.696	0.748
0.694	0.76
0.694	0.745
0.695	0.729
0.692	0.731
0.691	0.742
0.69	0.742
0.689	0.739
0.689	0.737
0.688	0.726
0.686	0.721
0.684	0.72
0.683	0.726
0.679	0.729
0.679	0.73
0.682	0.731
0.68	0.726
0.677	0.714
0.678	0.71
0.676	0.711
0.674	0.717
0.673	0.722
0.673	0.707
0.672	0.72
0.672	0.715
0.669	0.702
0.668	0.711
0.668	0.701
0.667	0.731
0.664	0.696
0.664	0.708
0.664	0.713
0.66	0.717
0.661	0.694
0.662	0.697
0.659	0.693
0.66	0.692
0.66	0.703
0.658	0.701
0.655	0.689
0.654	0.701
0.652	0.701
0.653	0.69
0.651	0.725
0.65	0.698
0.647	0.686
0.65	0.688
0.647	0.695
0.647	0.694
0.647	0.705
0.644	0.685
0.643	0.68
0.641	0.686
0.64	0.691
0.641	0.681
0.639	0.679
0.639	0.678
0.639	0.705
0.636	0.681
0.635	0.675
0.632	0.68
0.633	0.68
0.63	0.668
0.631	0.679
0.631	0.676
0.63	0.676
0.628	0.673
0.628	0.674
0.627	0.672
0.626	0.664
0.625	0.665
0.623	0.671
0.62	0.66
0.621	0.674
0.62	0.666
0.619	0.661
0.617	0.66
0.618	0.654
0.616	0.658
0.617	0.655
0.615	0.648
0.616	0.645
0.612	0.658
0.612	0.664
0.61	0.657
0.612	0.651
0.61	0.656
0.612	0.656
0.605	0.667
0.605	0.642
0.606	0.653
0.605	0.65
0.601	0.638
0.604	0.64
0.603	0.639
0.601	0.638
0.599	0.643
0.598	0.646
0.598	0.625
0.597	0.633
0.596	0.624
0.596	0.651
0.591	0.623
0.593	0.63
0.591	0.639
0.592	0.629
0.59	0.637
0.588	0.627
0.59	0.629
0.588	0.621
0.588	0.631
0.586	0.643
0.583	0.637
0.584	0.623
0.583	0.638
0.582	0.619
0.58	0.613
0.58	0.615
0.58	0.635
0.578	0.605
