5.889	4.42
4.059	3.857
3.762	3.711
3.652	3.656
3.568	3.654
3.504	3.63
3.439	3.55
3.39	3.543
3.362	3.49
3.344	3.48
3.324	3.452
3.306	3.443
3.287	3.424
3.273	3.414
3.251	3.384
3.22	3.381
3.181	3.307
3.143	3.294
3.109	3.223
3.082	3.18
3.055	3.149
3.035	3.129
3.007	3.21
2.988	3.077
2.968	3.055
2.954	3.088
2.938	3.045
2.926	3.016
2.91	2.996
2.901	2.989
2.885	2.995
2.875	2.983
2.864	3.062
2.852	2.941
2.844	2.956
2.832	2.938
2.823	2.912
2.811	2.898
2.802	2.91
2.794	2.879
2.784	2.894
2.776	2.913
2.766	2.846
2.757	2.843
2.749	2.91
2.739	2.818
2.735	2.83
2.724	2.803
2.715	2.794
2.708	2.793
2.697	2.794
2.691	2.806
2.681	2.775
2.673	2.752
2.666	2.762
2.659	2.762
2.651	2.736
2.645	2.745
2.633	2.734
2.631	2.752
2.622	2.717
2.613	2.724
2.609	2.765
2.601	2.696
2.596	2.679
2.59	2.685
2.584	2.695
2.579	2.682
2.57	2.648
2.564	2.675
2.556	2.643
2.551	2.687
2.546	2.627
2.54	2.631
2.534	2.613
2.527	2.657
2.521	2.695
2.515	2.591
2.511	2.648
2.503	2.601
2.497	2.573
2.491	2.587
2.487	2.574
2.481	2.57
2.476	2.552
2.471	2.554
2.466	2.537
2.461	2.539
2.455	2.532
2.449	2.545
2.446	2.516
2.44	2.562
2.436	2.522
2.429	2.515
2.425	2.535
2.421	2.52
2.411	2.494
2.411	2.501
2.405	2.499
2.398	2.475
2.395	2.477
2.386	2.458
2.384	2.472
2.381	2.472
2.378	2.448
2.374	2.459
2.367	2.444
2.362	2.457
2.355	2.432
2.354	2.432
2.35	2.423
2.345	2.428
2.341	2.409
2.337	2.407
2.333	2.411
2.326	2.42
2.32	2.396
2.317	2.423
2.314	2.39
2.308	2.371
2.305	2.393
2.301	2.376
2.297	2.396
2.292	2.381
2.288	2.386
2.285	2.447
2.28	2.343
2.27	2.337
2.271	2.352
2.266	2.333
2.261	2.334
2.261	2.332
2.256	2.325
2.251	2.312
2.244	2.314
2.243	2.316
2.237	2.333
2.229	2.352
2.227	2.305
2.224	2.294
2.221	2.331
2.217	2.32
2.212	2.294
2.211	2.331
2.203	2.292
2.199	2.257
2.194	2.257
2.193	2.253
2.19	2.269
2.184	2.259
2.18	2.245
2.177	2.253
2.172	2.243
2.169	2.251
2.165	2.25
2.16	2.229
2.158	2.247
2.154	2.249
2.151	2.218
2.145	2.202
2.14	2.193
2.139	2.235
2.134	2.244
2.129	2.213
2.127	2.195
2.121	2.199
2.12	2.19
2.111	2.206
2.112	2.172
2.107	2.323
2.105	2.168
2.1	2.19
2.1	2.195
2.094	2.158
2.088	2.144
2.084	2.142
2.082	2.153
2.08	2.147
2.076	2.138
2.071	2.167
2.068	2.132
2.064	2.167
2.061	2.177
2.058	2.116
2.056	2.124
2.052	2.12
2.048	2.109
2.042	2.101
2.042	2.103
2.04	2.131
2.033	2.096
2.029	2.091
2.026	2.094
2.024	2.097
2.02	2.078
2.018	2.092
2.014	2.071
2.008	2.063
2.009	2.086
2.004	2.057
2.001	2.089
1.999	2.076
1.993	2.083
1.993	2.07
1.988	2.048
1.988	2.045
1.982	2.04
1.978	2.055
1.975	2.031
1.972	2.031
1.971	2.025
1.966	2.03
1.963	2.026
1.962	2.09
1.959	2.041
1.956	2.036
1.951	2.021
1.949	2.039
1.945	2.018
1.942	2.016
1.94	1.989
1.936	2.004
1.931	1.998
1.931	1.989
1.927	2.031
1.926	1.973
1.922	2.012
1.917	1.986
1.914	1.979
1.909	1.963
1.91	1.964
1.906	1.972
1.906	1.969
1.899	1.986
1.896	1.971
1.895	1.991
1.894	1.953
1.886	1.971
1.886	1.962
1.882	1.945
1.881	1.928
1.876	1.95
1.875	1.927
1.872	1.945
1.866	1.954
1.868	1.922
1.86	1.925
1.86	1.919
1.857	1.916
1.851	1.911
1.849	1.915
1.85	1.908
1.845	1.954
1.844	1.931
1.84	1.888
1.836	1.916
1.832	1.895
1.83	1.938
1.83	1.898
1.826	1.881
1.823	1.873
1.82	1.892
1.816	1.872
1.816	1.873
1.814	1.937
1.808	1.86
1.805	1.908
1.804	1.886
1.803	1.858
1.797	1.845
1.796	1.871
1.796	1.846
1.79	1.846
1.786	1.841
1.786	1.831
1.783	1.84
1.78	1.844
1.776	1.855
1.773	1.828
1.771	1.868
1.766	1.815
1.765	1.835
1.763	1.942
1.762	1.807
1.754	1.844
1.754	1.806
1.752	1.807
1.751	1.82
1.749	1.802
1.744	1.808
1.744	1.791
1.738	1.792
1.734	1.791
1.733	1.829
1.73	1.801
1.729	1.796
1.727	1.876
1.723	1.774
1.719	1.781
1.719	1.768
1.716	1.771
1.712	1.794
1.709	1.772
1.708	1.851
1.707	1.764
1.704	1.775
1.698	1.748
1.696	1.756
1.695	1.764
1.691	1.747
1.686	1.762
1.689	1.741
1.683	1.748
1.681	1.797
1.678	1.739
1.674	1.813
1.671	1.734
1.672	1.74
1.666	1.72
1.666	1.759
1.662	1.71
1.661	1.713
1.661	1.72
1.655	1.733
1.656	1.743
1.649	1.712
1.648	1.702
1.647	1.726
1.642	1.701
1.639	1.689
1.637	1.719
1.635	1.696
1.633	1.7
1.63	1.746
1.628	1.698
1.623	1.682
1.623	1.671
1.622	1.68
1.618	1.683
1.616	1.67
1.614	1.669
1.61	1.685
1.607	1.664
1.606	1.666
1.605	1.653
1.601	1.66
1.599	1.656
1.595	1.665
1.592	1.654
1.592	1.642
1.587	1.681
1.589	1.647
1.584	1.664
1.583	1.662
1.579	1.632
1.574	1.668
1.575	1.663
1.573	1.639
1.567	1.668
1.568	1.623
1.564	1.695
1.559	1.639
1.557	1.606
1.556	1.631
1.556	1.632
1.553	1.6
1.553	1.611
1.548	1.597
1.546	1.6
1.541	1.613
1.538	1.631
1.536	1.59
1.535	1.582
1.53	1.583
1.531	1.585
1.53	1.615
1.526	1.583
1.524	1.585
1.524	1.592
1.521	1.586
1.516	1.577
1.515	1.582
1.512	1.589
1.51	1.591
1.509	1.583
1.507	1.548
1.501	1.573
1.503	1.564
1.5	1.538
1.498	1.563
1.495	1.545
1.492	1.563
1.488	1.546
1.483	1.544
1.485	1.538
1.485	1.54
1.482	1.555
1.478	1.524
1.476	1.533
1.475	1.527
1.471	1.525
1.47	1.517
1.469	1.518
1.464	1.52
1.462	1.53
1.46	1.516
1.459	1.518
1.456	1.505
1.451	1.496
1.451	1.51
1.45	1.533
1.447	1.503
1.446	1.502
1.441	1.499
1.437	1.486
1.437	1.499
1.436	1.491
1.432	1.517
1.43	1.495
1.429	1.484
1.428	1.503
1.426	1.547
1.422	1.473
1.42	1.464
1.419	1.483
1.414	1.479
1.415	1.484
1.412	1.493
1.408	1.461
1.407	1.464
1.406	1.455
1.401	1.459
1.401	1.462
1.4	1.485
1.394	1.468
1.395	1.451
1.393	1.445
1.387	1.474
1.389	1.436
1.384	1.468
1.381	1.447
1.383	1.427
1.378	1.434
1.377	1.443
1.375	1.419
1.372	1.428
1.372	1.43
1.369	1.42
1.365	1.424
1.366	1.414
1.361	1.411
1.36	1.41
1.356	1.409
1.353	1.405
1.354	1.402
1.35	1.409
1.345	1.398
1.346	1.396
1.344	1.404
1.343	1.39
1.342	1.413
1.34	1.392
1.334	1.415
1.333	1.382
1.332	1.396
1.331	1.386
1.328	1.382
1.327	1.379
1.325	1.378
1.323	1.382
1.321	1.39
1.32	1.391
1.314	1.369
1.312	1.362
1.313	1.38
1.311	1.365
1.311	1.359
1.305	1.362
1.304	1.357
1.302	1.366
1.301	1.408
1.297	1.359
1.296	1.345
1.294	1.37
1.292	1.343
1.287	1.343
1.288	1.339
1.286	1.351
1.28	1.333
1.282	1.334
1.276	1.344
1.278	1.324
1.275	1.339
1.273	1.344
1.273	1.337
1.271	1.306
1.268	1.327
1.266	1.348
1.265	1.317
1.264	1.32
1.263	1.304
1.26	1.331
1.256	1.34
1.255	1.339
1.252	1.299
1.25	1.306
1.251	1.323
1.247	1.294
1.244	1.296
1.242	1.311
1.24	1.293
1.239	1.3
1.234	1.286
1.233	1.294
1.233	1.284
1.23	1.283
1.227	1.27
1.227	1.29
1.226	1.267
1.223	1.28
1.223	1.272
1.22	1.289
1.22	1.285
1.215	1.3
1.214	1.259
1.21	1.258
1.211	1.258
1.21	1.261
1.206	1.276
1.205	1.268
1.203	1.256
1.202	1.273
1.203	1.25
1.198	1.257
1.198	1.288
1.192	1.282
1.188	1.245
1.187	1.239
1.188	1.248
1.187	1.223
1.184	1.247
1.181	1.226
1.18	1.244
1.18	1.238
1.178	1.257
1.174	1.235
1.174	1.219
1.172	1.227
1.17	1.219
1.168	1.218
1.164	1.232
1.166	1.219
1.162	1.199
1.158	1.212
1.158	1.224
1.157	1.218
1.156	1.218
1.152	1.218
1.151	1.218
1.149	1.2
1.148	1.202
1.143	1.184
1.145	1.19
1.141	1.205
1.139	1.193
1.14	1.179
1.138	1.188
1.136	1.188
1.134	1.182
1.131	1.177
1.128	1.218
1.131	1.192
1.128	1.183
1.125	1.191
1.123	1.184
1.12	1.167
1.122	1.169
1.117	1.167
1.117	1.173
1.116	1.18
1.114	1.173
1.112	1.165
1.109	1.155
